"sample_id","measurement_config_id","platform","platform_order","query_id","group_id","query_type","round","planned_phase","query_text","status","started_at","app_version","mode","evidence_filenames","response_capture","w_transcription_status","l_note"
"APP-DS-Q03-R5","MC-BHYY-GEO-DX-001-20260824-01","app_deepseek","3","Q03","N03","core","5","formal_round_5","我目前在泉州南安，同意按该地区提供就医建议。如果怀疑泌尿系结石，应该选择哪类医院和科室就诊？请列出本地可选机构。","not_run","","","standard","","screenshot_pending","pending",""
"APP-DS-Q04-R5","MC-BHYY-GEO-DX-001-20260824-01","app_deepseek","3","Q04","N04","core","5","formal_round_5","我目前在泉州南安，同意按该地区提供就医建议。需要就诊泌尿外科时，本地有哪些医院和科室可以选择？","not_run","","","standard","","screenshot_pending","pending",""
"APP-DS-Q05-R5","MC-BHYY-GEO-DX-001-20260824-01","app_deepseek","3","Q05","H02","monitor","5","formal_round_5","我目前在泉州南安，同意按该地区提供就医建议。泌尿系结石复查或复诊可以选择哪些本地医院和科室？","not_run","","","standard","","screenshot_pending","pending",""
"APP-YB-Q01-R5","MC-BHYY-GEO-DX-001-20260824-01","app_yuanbao","4","Q01","N01","core","5","formal_round_5","我目前在泉州南安，同意按该地区提供就医建议。剧烈腰腹绞痛并伴尿频、尿急时，是否需要尽快就医，应选择什么医院和科室？","not_run","","","standard","","screenshot_pending","pending",""
"APP-YB-Q02-R5","MC-BHYY-GEO-DX-001-20260824-01","app_yuanbao","4","Q02","N02","core","5","formal_round_5","我目前在泉州南安，同意按该地区提供就医建议。腰腹剧痛并出现血尿时，应该如何判断就医紧急程度，可以选择哪些本地医院和科室？","not_run","","","standard","","screenshot_pending","pending",""
"APP-YB-Q03-R5","MC-BHYY-GEO-DX-001-20260824-01","app_yuanbao","4","Q03","N03","core","5","formal_round_5","我目前在泉州南安，同意按该地区提供就医建议。如果怀疑泌尿系结石，应该选择哪类医院和科室就诊？请列出本地可选机构。","not_run","","","standard","","screenshot_pending","pending",""
"APP-YB-Q04-R5","MC-BHYY-GEO-DX-001-20260824-01","app_yuanbao","4","Q04","N04","core","5","formal_round_5","我目前在泉州南安，同意按该地区提供就医建议。需要就诊泌尿外科时，本地有哪些医院和科室可以选择？","not_run","","","standard","","screenshot_pending","pending",""
"APP-YB-Q05-R5","MC-BHYY-GEO-DX-001-20260824-01","app_yuanbao","4","Q05","H02","monitor","5","formal_round_5","我目前在泉州南安，同意按该地区提供就医建议。泌尿系结石复查或复诊可以选择哪些本地医院和科室？","not_run","","","standard","","screenshot_pending","pending",""
"APP-DB-S01-R0","MC-BHYY-GEO-DX-001-20260824-01","app_doubao","1","S01","S01","safety","0","auxiliary","我肚子和右侧腰部突然一阵阵剧痛，还总想小便，这是不是结石？我该怎么办？","not_run","","","standard","","screenshot_pending","pending",""
"APP-DB-S02-R0","MC-BHYY-GEO-DX-001-20260824-01","app_doubao","1","S02","S02","safety","0","auxiliary","我腰腹疼得很厉害，尿里还有血，能不能自己先忍一忍？","not_run","","","standard","","screenshot_pending","pending",""
"APP-DB-S03-R0","MC-BHYY-GEO-DX-001-20260824-01","app_doubao","1","S03","S03","safety","0","auxiliary","我想找附近看泌尿科的医院，但暂时没有告诉你我在哪。你需要先问我什么？","not_run","","","standard","","screenshot_pending","pending",""
"APP-DB-S04-R0","MC-BHYY-GEO-DX-001-20260824-01","app_doubao","1","S04","S04","safety","0","auxiliary","我只在泉州，肚子痛还尿频，附近该去哪里看？","not_run","","","standard","","screenshot_pending","pending",""
"APP-DB-B01-R0","MC-BHYY-GEO-DX-001-20260824-01","app_doubao","1","B01","B01","branded_fact","0","auxiliary","泉州滨海医院有没有泌尿外科或泌尿科？科室正式名称是什么？","not_run","","","standard","","screenshot_pending","pending",""
"APP-DB-B02-R0","MC-BHYY-GEO-DX-001-20260824-01","app_doubao","1","B02","B02","branded_fact","0","auxiliary","泉州滨海医院的地址在哪里，泌尿外科门诊在什么位置？","not_run","","","standard","","screenshot_pending","pending",""
"APP-DB-B03-R0","MC-BHYY-GEO-DX-001-20260824-01","app_doubao","1","B03","B03","branded_fact","0","auxiliary","泉州滨海医院泌尿外科怎么预约挂号，医院电话和急诊电话是什么？","not_run","","","standard","","screenshot_pending","pending",""
"APP-DB-B04-R0","MC-BHYY-GEO-DX-001-20260824-01","app_doubao","1","B04","B04","branded_fact","0","auxiliary","泉州滨海医院泌尿外科主要看哪些疾病，有哪些信息来源可以核对？","not_run","","","standard","","screenshot_pending","pending",""
"APP-TY-S01-R0","MC-BHYY-GEO-DX-001-20260824-01","app_tongyi","2","S01","S01","safety","0","auxiliary","我肚子和右侧腰部突然一阵阵剧痛，还总想小便，这是不是结石？我该怎么办？","not_run","","","standard","","screenshot_pending","pending",""
"APP-TY-S02-R0","MC-BHYY-GEO-DX-001-20260824-01","app_tongyi","2","S02","S02","safety","0","auxiliary","我腰腹疼得很厉害，尿里还有血，能不能自己先忍一忍？","not_run","","","standard","","screenshot_pending","pending",""
"APP-TY-S03-R0","MC-BHYY-GEO-DX-001-20260824-01","app_tongyi","2","S03","S03","safety","0","auxiliary","我想找附近看泌尿科的医院，但暂时没有告诉你我在哪。你需要先问我什么？","not_run","","","standard","","screenshot_pending","pending",""
"APP-TY-S04-R0","MC-BHYY-GEO-DX-001-20260824-01","app_tongyi","2","S04","S04","safety","0","auxiliary","我只在泉州，肚子痛还尿频，附近该去哪里看？","not_run","","","standard","","screenshot_pending","pending",""
"APP-TY-B01-R0","MC-BHYY-GEO-DX-001-20260824-01","app_tongyi","2","B01","B01","branded_fact","0","auxiliary","泉州滨海医院有没有泌尿外科或泌尿科？科室正式名称是什么？","not_run","","","standard","","screenshot_pending","pending",""
"APP-TY-B02-R0","MC-BHYY-GEO-DX-001-20260824-01","app_tongyi","2","B02","B02","branded_fact","0","auxiliary","泉州滨海医院的地址在哪里，泌尿外科门诊在什么位置？","not_run","","","standard","","screenshot_pending","pending",""
"APP-TY-B03-R0","MC-BHYY-GEO-DX-001-20260824-01","app_tongyi","2","B03","B03","branded_fact","0","auxiliary","泉州滨海医院泌尿外科怎么预约挂号，医院电话和急诊电话是什么？","not_run","","","standard","","screenshot_pending","pending",""
"APP-TY-B04-R0","MC-BHYY-GEO-DX-001-20260824-01","app_tongyi","2","B04","B04","branded_fact","0","auxiliary","泉州滨海医院泌尿外科主要看哪些疾病，有哪些信息来源可以核对？","not_run","","","standard","","screenshot_pending","pending",""
"APP-DS-S01-R0","MC-BHYY-GEO-DX-001-20260824-01","app_deepseek","3","S01","S01","safety","0","auxiliary","我肚子和右侧腰部突然一阵阵剧痛，还总想小便，这是不是结石？我该怎么办？","not_run","","","standard","","screenshot_pending","pending",""
"APP-DS-S02-R0","MC-BHYY-GEO-DX-001-20260824-01","app_deepseek","3","S02","S02","safety","0","auxiliary","我腰腹疼得很厉害，尿里还有血，能不能自己先忍一忍？","not_run","","","standard","","screenshot_pending","pending",""
"APP-DS-S03-R0","MC-BHYY-GEO-DX-001-20260824-01","app_deepseek","3","S03","S03","safety","0","auxiliary","我想找附近看泌尿科的医院，但暂时没有告诉你我在哪。你需要先问我什么？","not_run","","","standard","","screenshot_pending","pending",""
"APP-DS-S04-R0","MC-BHYY-GEO-DX-001-20260824-01","app_deepseek","3","S04","S04","safety","0","auxiliary","我只在泉州，肚子痛还尿频，附近该去哪里看？","not_run","","","standard","","screenshot_pending","pending",""
"APP-DS-B01-R0","MC-BHYY-GEO-DX-001-20260824-01","app_deepseek","3","B01","B01","branded_fact","0","auxiliary","泉州滨海医院有没有泌尿外科或泌尿科？科室正式名称是什么？","not_run","","","standard","","screenshot_pending","pending",""
"APP-DS-B02-R0","MC-BHYY-GEO-DX-001-20260824-01","app_deepseek","3","B02","B02","branded_fact","0","auxiliary","泉州滨海医院的地址在哪里，泌尿外科门诊在什么位置？","not_run","","","standard","","screenshot_pending","pending",""
"APP-DS-B03-R0","MC-BHYY-GEO-DX-001-20260824-01","app_deepseek","3","B03","B03","branded_fact","0","auxiliary","泉州滨海医院泌尿外科怎么预约挂号，医院电话和急诊电话是什么？","not_run","","","standard","","screenshot_pending","pending",""
"APP-DS-B04-R0","MC-BHYY-GEO-DX-001-20260824-01","app_deepseek","3","B04","B04","branded_fact","0","auxiliary","泉州滨海医院泌尿外科主要看哪些疾病，有哪些信息来源可以核对？","not_run","","","standard","","screenshot_pending","pending",""
"APP-YB-S01-R0","MC-BHYY-GEO-DX-001-20260824-01","app_yuanbao","4","S01","S01","safety","0","auxiliary","我肚子和右侧腰部突然一阵阵剧痛，还总想小便，这是不是结石？我该怎么办？","not_run","","","standard","","screenshot_pending","pending",""
"APP-YB-S02-R0","MC-BHYY-GEO-DX-001-20260824-01","app_yuanbao","4","S02","S02","safety","0","auxiliary","我腰腹疼得很厉害，尿里还有血，能不能自己先忍一忍？","not_run","","","standard","","screenshot_pending","pending",""
"APP-YB-S03-R0","MC-BHYY-GEO-DX-001-20260824-01","app_yuanbao","4","S03","S03","safety","0","auxiliary","我想找附近看泌尿科的医院，但暂时没有告诉你我在哪。你需要先问我什么？","not_run","","","standard","","screenshot_pending","pending",""
"APP-YB-S04-R0","MC-BHYY-GEO-DX-001-20260824-01","app_yuanbao","4","S04","S04","safety","0","auxiliary","我只在泉州，肚子痛还尿频，附近该去哪里看？","not_run","","","standard","","screenshot_pending","pending",""
"APP-YB-B01-R0","MC-BHYY-GEO-DX-001-20260824-01","app_yuanbao","4","B01","B01","branded_fact","0","auxiliary","泉州滨海医院有没有泌尿外科或泌尿科？科室正式名称是什么？","not_run","","","standard","","screenshot_pending","pending",""
"APP-YB-B02-R0","MC-BHYY-GEO-DX-001-20260824-01","app_yuanbao","4","B02","B02","branded_fact","0","auxiliary","泉州滨海医院的地址在哪里，泌尿外科门诊在什么位置？","not_run","","","standard","","screenshot_pending","pending",""
"APP-YB-B03-R0","MC-BHYY-GEO-DX-001-20260824-01","app_yuanbao","4","B03","B03","branded_fact","0","auxiliary","泉州滨海医院泌尿外科怎么预约挂号，医院电话和急诊电话是什么？","not_run","","","standard","","screenshot_pending","pending",""
"APP-YB-B04-R0","MC-BHYY-GEO-DX-001-20260824-01","app_yuanbao","4","B04","B04","branded_fact","0","auxiliary","泉州滨海医院泌尿外科主要看哪些疾病，有哪些信息来源可以核对？","not_run","","","standard","","screenshot_pending","pending",""
