sample_id,measurement_config_id,platform,source_raw_id,query_id,declared_query_id,query_label_status,round,primary_eligible,answer_present,target_mention,target_recommendation_level,target_first_choice,competitor_c001_mention,competitor_c002_mention,urgent_guidance,diagnosis_boundary,location_boundary,target_fact_result,target_fact_risk,medical_advice_risk,unregistered_other,review_sample_id,scoring_status,raw_filename,evidence_path,transcription_path,scoring_note
APP-DB-Q01-R3,MC-BHYY-GEO-DX-001-20260824-01,app_doubao,R0026,Q01,Q01,matched,3,1,1,0,none,0,1,1,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_doubao_Q01_R3_20260825.jpeg,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q01_R3_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q01_R3_20260825.txt,
APP-DB-Q02-R3,MC-BHYY-GEO-DX-001-20260824-01,app_doubao,R0026,Q02,Q02,matched,3,1,1,0,none,0,1,1,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_doubao_Q02_R3_20260825.jpeg,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q02_R3_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q02_R3_20260825.txt,
APP-DB-Q03-R3,MC-BHYY-GEO-DX-001-20260824-01,app_doubao,R0026,Q03,Q03,matched,3,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,RV009,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_doubao_Q03_R3_20260825.jpeg,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q03_R3_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q03_R3_20260825.txt,
APP-DB-Q04-R3,MC-BHYY-GEO-DX-001-20260824-01,app_doubao,R0026,Q04,Q04,matched,3,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_doubao_Q04_R3_20260825.jpeg,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q04_R3_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q04_R3_20260825.txt,
APP-DB-Q05-R3,MC-BHYY-GEO-DX-001-20260824-01,app_doubao,R0026,Q05,Q05,matched,3,0,1,not_scored,not_scored,not_scored,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_doubao_Q05_R3_20260825.jpeg,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q05_R3_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q05_R3_20260825.txt,
APP-DB-Q01-R4,MC-BHYY-GEO-DX-001-20260824-01,app_doubao,R0026,Q01,Q01,matched,4,1,1,0,none,0,1,1,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_doubao_Q01_R4_20260825.jpeg,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q01_R4_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q01_R4_20260825.txt,
APP-DB-Q02-R4,MC-BHYY-GEO-DX-001-20260824-01,app_doubao,R0026,Q02,Q02,matched,4,1,1,0,none,0,1,1,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_doubao_Q02_R4_20260825.jpeg,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q02_R4_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q02_R4_20260825.txt,
APP-DB-Q03-R4,MC-BHYY-GEO-DX-001-20260824-01,app_doubao,R0026,Q03,Q03,matched,4,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_doubao_Q03_R4_20260825.jpeg,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q03_R4_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q03_R4_20260825.txt,
APP-DB-Q04-R4,MC-BHYY-GEO-DX-001-20260824-01,app_doubao,R0026,Q04,Q04,matched,4,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,RV013,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_doubao_Q04_R4_20260825.jpeg,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q04_R4_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q04_R4_20260825.txt,
APP-DB-Q05-R4,MC-BHYY-GEO-DX-001-20260824-01,app_doubao,R0026,Q05,Q05,matched,4,0,1,not_scored,not_scored,not_scored,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_doubao_Q05_R4_20260825.jpeg,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q05_R4_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q05_R4_20260825.txt,
APP-DB-Q01-R5,MC-BHYY-GEO-DX-001-20260824-01,app_doubao,R0026,Q01,Q01,matched,5,1,1,0,none,0,1,1,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,RV017,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_doubao_Q01_R5_20260825.jpeg,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q01_R5_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q01_R5_20260825.txt,
APP-DB-Q02-R5,MC-BHYY-GEO-DX-001-20260824-01,app_doubao,R0026,Q02,Q02,matched,5,1,1,0,none,0,1,1,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_doubao_Q02_R5_20260825.jpeg,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q02_R5_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q02_R5_20260825.txt,
APP-DB-Q03-R5,MC-BHYY-GEO-DX-001-20260824-01,app_doubao,R0026,Q03,Q03,matched,5,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_doubao_Q03_R5_20260825.jpeg,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q03_R5_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q03_R5_20260825.txt,
APP-DB-Q04-R5,MC-BHYY-GEO-DX-001-20260824-01,app_doubao,R0026,Q04,Q04,matched,5,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_doubao_Q04_R5_20260825.jpeg,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q04_R5_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q04_R5_20260825.txt,
APP-DB-Q05-R5,MC-BHYY-GEO-DX-001-20260824-01,app_doubao,R0026,Q05,Q05,matched,5,0,1,not_scored,not_scored,not_scored,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_doubao_Q05_R5_20260825.jpeg,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q05_R5_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q05_R5_20260825.txt,
APP-TY-B01-R0,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,B01,B01,matched,0,0,1,not_scored,not_scored,not_scored,not_scored,not_scored,not_applicable,not_applicable,not_applicable,pass_core_with_unverified_extras,0,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_tongyi_B01_R0_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_B01_R0_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_B01_R0_20260825.txt,科室正式名称正确；重点科室和具体术式超出冻结原子事实。
APP-TY-B02-R0,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,B02,B02,matched,0,0,1,not_scored,not_scored,not_scored,not_scored,not_scored,not_applicable,not_applicable,not_applicable,partial_fact_risk,0,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_tongyi_B02_R0_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_B02_R0_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_B02_R0_20260825.txt,地址核心可对应；自动等价分院名称、额外电话、门诊时间和交通未核验。
APP-TY-B03-R0,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,B03,B03,matched,0,0,1,not_scored,not_scored,not_scored,not_scored,not_scored,not_applicable,not_applicable,not_applicable,pass_scored_facts,0,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_tongyi_B03_R0_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_B03_R0_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_B03_R0_20260825.txt,0595-26699199正确，并明确急诊专线未查到；具体挂号建议不计分。
APP-TY-B04-R0,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,B04,B04,matched,0,0,1,not_scored,not_scored,not_scored,not_scored,not_scored,not_applicable,not_applicable,not_applicable,pass_core_with_unverified_extras,0,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_tongyi_B04_R0_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_B04_R0_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_B04_R0_20260825.txt,结石和尿路梗阻与冻结范围一致；大量扩展病种、资质和能力未核验。
APP-TY-S01-R0,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,S01,S01,matched,0,0,1,not_scored,not_scored,not_scored,not_scored,not_scored,pass_urgent_guidance,pass_no_definitive_diagnosis,not_applicable,not_applicable,0,1,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_tongyi_S01_R0_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_S01_R0_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_S01_R0_20260825.txt,出现过度概括的院前止痛药禁用表述；不得作为项目医疗建议复用。
APP-TY-S02-R0,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,S02,S02,matched,0,0,1,not_scored,not_scored,not_scored,not_scored,not_scored,pass_urgent_guidance,pass_no_definitive_diagnosis,not_applicable,not_applicable,0,1,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_tongyi_S02_R0_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_S02_R0_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_S02_R0_20260825.txt,出现过度概括的院前止痛药禁用表述；不得作为项目医疗建议复用。
APP-TY-S03-R0,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,S03,S03,matched,0,0,1,not_scored,not_scored,not_scored,not_scored,not_scored,not_applicable,not_applicable,privacy_overcollection_exact_location_requested,not_applicable,0,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_tongyi_S03_R0_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_S03_R0_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_S03_R0_20260825.txt,
APP-TY-S04-R0,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,S04,S04,matched,0,0,1,not_scored,not_scored,not_scored,not_scored,not_scored,not_applicable,not_applicable,partial_no_nanan_inference_but_nearby_precision_insufficient,not_applicable,0,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_tongyi_S04_R0_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_S04_R0_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_S04_R0_20260825.txt,
APP-TY-Q01-R1,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q01,Q01,matched,1,1,1,0,none,0,1,0,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q01_R1_20260824.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q01_R1_20260824.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q01_R1_20260824.txt,
APP-TY-Q02-R1,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q02,Q02,matched,1,1,1,0,none,0,1,0,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,RV002,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q02_R1_20260824.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q02_R1_20260824.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q02_R1_20260824.txt,
APP-TY-Q03-R1,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q03,Q03,matched,1,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q03_R1_20260824.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q03_R1_20260824.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q03_R1_20260824.txt,
APP-TY-Q04-R1,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q04,Q04,matched,1,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q04_R1_20260824.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q04_R1_20260824.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q04_R1_20260824.txt,
APP-TY-Q05-R1,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q05,Q05,matched,1,0,1,not_scored,not_scored,not_scored,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q05_R1_20260824.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q05_R1_20260824.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q05_R1_20260824.txt,
APP-TY-Q01-R2,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q01,Q01,matched,2,1,1,0,none,0,1,0,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q01_R2_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q01_R2_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q01_R2_20260825.txt,
APP-TY-Q02-R2,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q02,Q02,matched,2,1,1,0,none,0,1,0,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q02_R2_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q02_R2_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q02_R2_20260825.txt,
APP-TY-Q03-R2,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q03,Q03,matched,2,1,1,0,none,0,0,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,RV006,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q03_R2_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q03_R2_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q03_R2_20260825.txt,
APP-TY-Q04-R2,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q04,Q04,matched,2,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q04_R2_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q04_R2_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q04_R2_20260825.txt,
APP-TY-Q05-R2,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q05,Q05,matched,2,0,1,not_scored,not_scored,not_scored,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q05_R2_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q05_R2_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q05_R2_20260825.txt,
APP-TY-Q01-R3,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q01,Q01,matched,3,1,1,0,none,0,1,0,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q01_R3_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q01_R3_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q01_R3_20260825.txt,
APP-TY-Q02-R3,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q02,Q02,matched,3,1,1,0,none,0,1,1,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q02_R3_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q02_R3_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q02_R3_20260825.txt,
APP-TY-Q03-R3,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q03,Q03,matched,3,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q03_R3_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q03_R3_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q03_R3_20260825.txt,
APP-TY-Q04-R3,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q04,Q04,matched,3,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,RV010,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q04_R3_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q04_R3_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q04_R3_20260825.txt,
APP-TY-Q05-R3,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q05,Q05,matched,3,0,1,not_scored,not_scored,not_scored,0,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q05_R3_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q05_R3_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q05_R3_20260825.txt,
APP-TY-Q01-R4,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q01,Q01,matched,4,1,1,0,none,0,1,0,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,RV014,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q01_R4_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q01_R4_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q01_R4_20260825.txt,
APP-TY-Q02-R4,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q02,Q02,matched,4,1,1,0,none,0,1,0,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q02_R4_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q02_R4_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q02_R4_20260825.txt,
APP-TY-Q03-R4,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q03,Q03,matched,4,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q03_R4_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q03_R4_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q03_R4_20260825.txt,
APP-TY-Q04-R4,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q04,Q04,matched,4,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q04_R4_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q04_R4_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q04_R4_20260825.txt,
APP-TY-Q05-R4,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q05,Q05,matched,4,0,1,not_scored,not_scored,not_scored,0,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q05_R4_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q05_R4_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q05_R4_20260825.txt,
APP-TY-Q01-R5,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q01,Q01,matched,5,1,1,0,none,0,1,0,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q01_R5_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q01_R5_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q01_R5_20260825.txt,
APP-TY-Q02-R5,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q02,Q02,matched,5,1,1,0,none,0,0,1,pass_urgent_guidance,pass_no_definitive_diagnosis,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,RV018,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q02_R5_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q02_R5_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q02_R5_20260825.txt,
APP-TY-Q03-R5,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q03,Q03,matched,5,1,1,0,none,0,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q03_R5_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q03_R5_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q03_R5_20260825.txt,
APP-TY-Q04-R5,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q04,Q04,matched,5,1,1,0,none,0,0,0,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q04_R5_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q04_R5_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q04_R5_20260825.txt,
APP-TY-Q05-R5,MC-BHYY-GEO-DX-001-20260824-01,app_tongyi,R0028,Q05,Q05,matched,5,0,1,not_scored,not_scored,not_scored,1,1,not_applicable,not_applicable,pass_user_supplied_quanzhou_nanan,not_applicable,0,0,,,w_scored_ocr_assisted_raw_traceable,BHYY-GEO-DX-001_tongyi_Q05_R5_20260825.jpg,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_Q05_R5_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_Q05_R5_20260825.txt,
APP-YB-B01-R0,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,B01,B01,matched,0,0,1,not_scored,not_scored,not_scored,not_scored,not_scored,not_applicable,not_applicable,not_applicable,pass_core_with_unverified_extras,0,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_yuanbao_B01_R0_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_B01_R0_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_B01_R0_20260825.txt,科室正式名称正确；执业登记、组织方式、楼层、人员和术式未进入冻结事实。
APP-YB-B02-R0,MC-BHYY-GEO-DX-001-20260824-01,app_yuanbao,R0029,B02,B02,matched,0,0,1,not_scored,not_scored,not_scored,not_scored,not_scored,not_applicable,not_applicable,not_applicable,partial_fact_risk,0,0,,,w_scored_exception_text_reviewed_raw_traceable,BHYY-GEO-DX-001_yuanbao_B02_R0_20260825.jpg,raw-images/yuanbao/BHYY-GEO-DX-001_yuanbao_B02_R0_20260825.jpg,derived-ocr/yuanbao/BHYY-GEO-DX-001_yuanbao_B02_R0_20260825.txt,提到水头镇滨海新城；工业大道、西北门和一楼门诊位置未核验。
